business_id,name,address,city,state,postal_code,date,score
FSP-060-001321,Lure,1106 CRESCENT AVE NE,ATLANTA,GA,30309,2015/05/20,90
1-23826,M A Jones Elementary School,1040 FAIR ST,ATLANTA,GA,30310,2015/04/20,97
1-1869,Maggianos 75,3368 PEACHTREE RD,ATLANTA,GA,30326,2015/04/29,91
1-24050,Magic City,241 FORSYTH ST,ATLANTA,GA,30303,2015/04/08,99
1-24050,Magic City,241 FORSYTH ST,ATLANTA,GA,30303,2015/03/25,75
1-20867,Magnolia Hall,400 PARK DR,ATLANTA,GA,30306,2015/03/25,99
1-28269,Mali Restaurant,961 AMSTERDAM AVE,ATLANTA,GA,30306,2015/01/21,96
2-31456,Malibu Wings,225 PEACHTREE ST NE,ATLANTA,GA,30303,2015/02/23,86
1-31266,Mama Mias Pizzeria,225 CENTRAL AVE STE D,ATLANTA,GA,30303,2015/01/26,86
FSP-060-002511,Mamas Cocina,1958 PIEDMONT RD,ATLANTA,GA,30324,2015/04/16,91
1-26551,Mandarin Express,2184 NORTH  POINT PKWY,ALPHARETTA,GA,30022,2015/01/28,90
1-21487,Manley Downstairs Grill,350 SPELMAN LN,ATLANTA,GA,30303,2015/04/28,100
1-14937,Manning Oaks Elementary School,405 CUMMING ST,ALPHARETTA,GA,30004,2015/03/05,100
1-27723,Manuels Tavern,602 NORTH HIGHLAND AVE,ATLANTA,GA,30307,2015/04/30,86
FSP-060-001961,Marcellos Pizza,3655 ROSWELL RD STE 106,ATLANTA,GA,30342,2015/05/21,99
FSP-060-001135,Marcos Pizza,5075 ABBOTTS BRIDGE RD STE 700,ALPHARETTA,GA,30005,2015/05/12,100
FSP-060-001135,Marcos Pizza,5075 ABBOTTS BRIDGE RD STE 700,ALPHARETTA,GA,30005,2015/01/23,100
1-23824,Margaret Fain Elementary,101 HEMPHILL SCHOOL RD NW,ATLANTA,GA,30331,2015/03/04,97
FSP-060-000649,Market Street Cafe,3475 PIEDMONT RD,ATLANTA,GA,30305,2015/03/16,80
FSP-060-000747,Market Extended ,265 PEACHTREE ST NE,ATLANTA,GA,30303,2015/04/29,99
FSP-060-000024,Marlees Coffee Tea & Tapas,349 DECATUR ST STE D,ATLANTA,GA,30312,2015/01/28,93
1-30400,Marlows Tavern,950 WEST PEACHTREE ST NW STE 215,ATLANTA,GA,30309,2015/02/11,100
1-30400,Marlows Tavern,950 WEST PEACHTREE ST NW STE 215,ATLANTA,GA,30309,2015/02/10,76
FSP-060-002192,Marlows Tavern,5590 PRADO PL,ATLANTA,GA,30342,2015/04/20,76
FSP-060-002192,Marlows Tavern,5590 PRADO PL,ATLANTA,GA,30342,2015/04/13,72
(1-1923),Marriott Main Kitchen,265 PEACHTREE CENTER AVE,ATLANTA,GA,30303,2015/04/29,100
FSP-060-000062,Marriott Marquis MStore,265 PEACHTREE CENTER AVE,ATLANTA,GA,30303,2015/04/29,99
(1-1930),MarriottEmployees Cafe,265 PEACHTREE CENTER AVE,ATLANTA,GA,30303,2015/04/29,97
(1-1932),MarriottRoom Serv Kit,265 PEACHTREE CENTER AVE,ATLANTA,GA,30303,2015/04/29,99
FSP-060-002629,Marthas Mexican Restaurant,231 PEACHTREE ST NE STE B/16,ATLANTA,GA,30303,2015/04/06,91
(1-1937),Mary M Bethune Elementary School,5925 OLD CARRIAGE DR,COLLEGE PARK,GA,30349,2015/03/05,99
(1-1938),Mary Macs,224 PONCE DE LEON AVE,ATLANTA,GA,30308,2015/03/25,93
(1-1944),Max Lagers American Grill & Bar,320 PEACHTREE ST,ATLANTA,GA,30308,2015/05/01,90
FSP-060-002552,Maxs Wine Dive,77 12TH ST STE 6B,ATLANTA,GA,30309,2015/05/20,100
FSP-060-002552,Maxs Wine Dive,77 12TH ST STE 6B,ATLANTA,GA,30309,2015/05/07,98
1-21535,Maxim Cabaret,5275 ROSWELL RD,ATLANTA,GA,30342,2015/04/14,93
1-31090,Maximos Deli,1100 PEACHTREE ST NE STE 100,ATLANTA,GA,30309,2015/03/02,93
FSP-060-002273,Maynard Jackson High School,801 GLENWOOD AVE SE,ATLANTA,GA,30316,2015/04/21,100
FSP-060-001027,Mays High School,3450 BENJAMIN E. MAYS DR SW,ATLANTA,GA,30331,2015/03/05,100
(1-1947),McClarin High School,3605 MAIN ST,COLLEGE PARK,GA,30337,2015/03/26,96
1-10754,McDonalds,2350 CHESHIRE BRIDGE RD,ATLANTA,GA,30324,2015/04/22,100
1-32356,McDonalds,2929 PEACHTREE RD NE,ATLANTA,GA,30305,2015/05/20,97
1-32356,McDonalds,2929 PEACHTREE RD NE,ATLANTA,GA,30305,2015/04/22,100
FSP-060-002779,McDonalds,834 CLEVELAND AVE,ATLANTA,GA,30344,2015/02/24,96
1-30734,McDonalds,5350 CAMPBELLTON-FAIRBURN RD,FAIRBURN,GA,30212,2015/04/14,90
(1-1953),McDonalds,1994 HOWELL MILL RD,ATLANTA,GA,30318,2015/03/24,92
FSP-060-000185,McDonalds,5115 OLD NATIONAL HWY,ATLANTA,GA,30349,2015/04/27,90
FSP-060-000235,McDonalds,7480 OLD NATIONAL HWY,RIVERDALE,GA,30296,2015/01/13,97
FSP-060-000235,McDonalds,7480 OLD NATIONAL HWY,RIVERDALE,GA,30296,2015/01/06,79
1-21520,McDonalds,12350 ARNOLD MILL RD,ALPHARETTA,GA,30004,2015/01/13,92
1-31330,McDonalds,35 FORSYTH ST,ATLANTA,GA,30303,2015/05/14,91
1-25642,McDonalds,1105 NORTHSIDE DR,ATLANTA,GA,30318,2015/04/14,96
1-14013,McDonalds,30 MARIETTA ST,ATLANTA,GA,30303,2015/04/30,94
1-14013,McDonalds,30 MARIETTA ST,ATLANTA,GA,30303,2015/04/24,77
1-30302,McDonalds,3670 CASCADE RD,ATLANTA,GA,30311,2015/01/20,81
FSP-060-000195,McDonalds,3201 CAMP CREEK PKWY,ATLANTA,GA,30337,2015/01/28,86
1-12980,McDonalds,4334 FULTON INDUSTRIAL BLVD,ATLANTA,GA,30336,2015/01/29,97
(1-1959),McDonalds 11010,1203 VIRGINIA AVE,EAST POINT,GA,30344,2015/02/06,97
(1-1962),McDonalds 11849,"80 JESSE HILL, JR. DR SE",ATLANTA,GA,30322,2015/04/29,85
(1-1966),McDonalds 13864,2091 METROPOLITAN PKWY,ATLANTA,GA,30315,2015/02/10,96
FSP-060-000287,McDonalds 29805,9140 ROOSEVELT HWY,PALMETTO,GA,30268,2015/04/23,90
2-31592,McDonalds 4803,4605 JONESBORO,UNION CITY,GA,30291,2015/02/24,90
(1-1983),McDonalds 647,4362 ROSWELL RD N,ATLANTA,GA,30342,2015/04/30,91
FSP-060-002357,McDonalds 8005,526 PONCE DE LEON AVE,ATLANTA,GA,30303,2015/01/27,93
(1-2003),Medlock Bridge Elementary School,10215 MEDLOCK BRIDGE PKWY,ALPHARETTA,GA,30022,2015/03/13,100
FSP-060-001343,Meehans At Atlantic Station LLC,231 18TH STE 7165,ATLANTA,GA,30363,2015/05/29,99
FSP-060-001343,Meehans At Atlantic Station LLC,231 18TH STE 7165,ATLANTA,GA,30363,2015/05/21,77
1-28573,Meehans Public House,227 SANDY SPRINGS PL STE 416,ATLANTA,GA,30328,2015/01/20,89
1-30944,Mellow Mushroom,6000 MEDLOCK BRIDGE RD,ALPHARETTA,GA,30022,2015/02/27,95
1-30188,Mellow Mushroom,6100 ROSWELL RD,SANDY SPRINGS,GA,30328,2015/04/08,92
1-17901,Mellow Mushroom,3070 WINDWARD PLZ,ALPHARETTA,GA,30005,2015/05/13,91
1-19871,Mellow Mushroom,11770 HAYNES BRIDGE STE 301,ALPHARETTA,GA,30009,2015/05/14,100
FSP-060-001342,Menchies Frozen Yogurt,3655 ROSWELL RD STE 112,ATLANTA,GA,30342,2015/05/20,100
1-29915,Metro Cafe,229 PEACHTREE ST STE B-17,ATLANTA,GA,30303,2015/05/28,99
1-29915,Metro Cafe,229 PEACHTREE ST STE B-17,ATLANTA,GA,30303,2015/05/21,80
1-24991,Metro Deli,209 EDGEWOOD AVE,ATLANTA,GA,30303,2015/03/18,94
FSP-060-002717,Metro Family Fun Center Garage Bar,1959 METROPOLITAN PKWY,ATLANTA,GA,30315,2015/04/10,100
FSP-060-002715,Metro Family Fun Center Loft Bar,1959 METROPOLITAN PKWY,ATLANTA,GA,30315,2015/04/10,100
FSP-060-002710,Metro Family Fun Center Main KitchenBars 1 & 2,1959 METROPOLITAN PKWY,ATLANTA,GA,30315,2015/04/10,96
FSP-060-002716,Metro Family Fun Center Snack Bar,1959 METROPOLITAN PKWY,ATLANTA,GA,30315,2015/04/10,96
FSP-060-001539,Mi Cocina,1080 PEACHTREE ST NE STE 10,ATLANTA,GA,30309,2015/01/06,95
FSP-060-002113,Michaels Cafe,1100 SPRING ST NW,ATLANTA,GA,30309,2015/04/27,95
1-23955,Midtown Plaza Cafe,1360 PEACHTREE ST,ATLANTA,GA,30309,2015/05/18,96
FSP-060-000802,Midtown Takorea LLC,818 JUNIPER ST,ATLANTA,GA,30308,2015/06/05,98
FSP-060-000802,Midtown Takorea LLC,818 JUNIPER ST,ATLANTA,GA,30308,2015/01/30,100
FSP-060-000802,Midtown Takorea LLC,818 JUNIPER ST,ATLANTA,GA,30308,2015/01/29,76
FSP-060-000691,Mikes Hot Dogs,5948 ROSWELL RD,SANDY SPRINGS,GA,30328,2015/01/20,100
1-25754,Millers Atlanta Ale House,10750 DAVIS DR,ALPHARETTA,GA,30004,2015/04/10,96
1-27466,Milton High School,13025 BIRMINGHAM HWY,ALPHARETTA,GA,30004,2015/03/25,100
(1-2045),Mimosa Elementary School,1550 WARSAW RD,ROSWELL,GA,30075,2015/04/01,88
1-24023,Minnie Howell Child Development Center,399 MACEDONIA RD,ATLANTA,GA,30354,2015/04/14,96
FSP-060-000824,Mirko Pasta,4233 ROSWELL RD,ATLANTA,GA,30342,2015/05/14,91
FSP-060-002209,Miss Ps Kitchen,1709 HOWELL MILL RD,ATLANTA,GA,30318,2015/05/04,100
1-31992,Mixx,1492 PIEDMONT AVE UNIT B,ATLANTA,GA,30309,2015/04/08,93
1-25078,Mocha Delites,1513 E CLEVELAND AVE,EAST POINT,GA,30344,2015/04/24,100
1-31496,Mocha Delites AMC,340 BOULEVARD STE G-28,ATLANTA,GA,30312,2015/05/01,97
1-28773,Moes Southwest,265 19TH ST STE 2155,ATLANTA,GA,30303,2015/05/20,92
FSP-060-000965,Moes Southwest Grill,6090 ROSWELL RD,ATLANTA,GA,30328,2015/04/08,94
1-23642,Moes Southwest Grill,85 5TH ST NW,ATLANTA,GA,30308,2015/02/09,99
1-27851,Moes Southwest Grill,660 WEST CROSSVILLE STE 130,ROSWELL,GA,30075,2015/01/23,98
1-22667,Moes Southwest Grill,1544 PIEDMONT AVE NE,ATLANTA,GA,30324,2015/04/08,100
FSP-060-001981,Moes Southwest Grill,1197 PEACHTREE ST NE STE 523,ATLANTA,GA,30361,2015/04/29,100
1-32161,Moes Southwest Grill,2915 PEACHTREE RD NE,ATLANTA,GA,30305,2015/04/22,97
1-21803,Moes Southwest Grill,1 CNN CTR STE 249,ATLANTA,GA,30303,2015/05/29,99
FSP-060-001014,Moes Southwest Grill,225 PEACHTREE ST,ATLANTA,GA,30303,2015/05/12,91
FSP-060-002819,Moksha Restaurant,5975 ROSWELL RD,ATLANTA,GA,30328,2015/01/14,89
(1-2063),Moon Dogs,3179 PEACHTREE RD NE,ATLANTA,GA,30305,2015/03/26,95
1-31477,Morgan Falls Billiards,7875 ROSWELL RD STE C,ATLANTA,GA,30350,2015/05/07,96
1-23385,Morningside Elementary School,1053 ROCK SPRINGS RD NE,ATLANTA,GA,30305,2015/03/18,100
1-32483,Morrison Management Specialist,5801 PEACHTREE DUNWOODY RD,ATLANTA,GA,30342,2015/01/28,98
1-23562,Morrisons SFMC Cafeteria,1170 CLEVELAND AVE,EAST POINT,GA,30344,2015/04/06,96
FSP-060-001727,Mother,447 EDGEWOOD AVE SE,ATLANTA,GA,30312,2015/03/25,96
FSP-060-001728,MotherUpstairs Bar,447 EDGEWOOD AVE SE,ATLANTA,GA,30312,2015/03/25,92
1-29652,Mount Vernon Presbyterian School,471 MOUNT VERNON HWY,ATLANTA,GA,30328,2015/03/20,100
(1-2081),Mount Vernon Towers,300 JOHNSON FERRY RD,ATLANTA,GA,30328,2015/06/05,87
(1-2082),Mountain Park Elementary School,11895 MOUNTAIN PARK,ROSWELL,GA,30075,2015/04/02,91
1-15522,Mr Cs,1983 HOWELL MILL RD,ATLANTA,GA,30018,2015/03/24,98
FSP-060-000867,Mr Everything Cafe,2220 JONESBORO RD STE 101,FAIRBURN,GA,30213,2015/01/29,93
FSP-060-000867,Mr Everything Cafe,2220 JONESBORO RD STE 101,FAIRBURN,GA,30213,2015/01/22,72
FSP-060-000714,Mr Taco,4000 NORTHPOINT PKWY,ALPHARETTA,GA,30022,2015/02/03,90
1-14430,Mt Olive Seventh Day Adventist Church,3366 MOUNT OLIVE RD,EAST POINT,GA,30344,2015/04/22,92
1-21483,Mt Pisgah Elementary School,9820 NESBIT FERRY RD,ALPHARETTA,GA,30022,2015/03/11,96
1-186,MTCAtlanta Job Corp Center,239 WEST LAKE AVE,ATLANTA,GA,30314,2015/04/08,92
FSP-060-001893,Mudis Kitchen,1919 METROPOLITAN AVE,ATLANTA,GA,30315,2015/02/09,81
1-32204,Mulan,824 JUNIPER ST,ATLANTA,GA,30308,2015/06/05,91
1-32204,Mulan,824 JUNIPER ST,ATLANTA,GA,30308,2015/01/29,89
1-30745,Mulan Asian Cuisine,1195 FAIRBURN STE 100,ATLANTA,GA,30331,2015/03/25,97
FSP-060-000993,N & N Cafe Inc,1707 METROPOLITAN PKWY,ATLANTA,GA,30315,2015/03/19,95
FSP-060-002809,Naan Stop Buckhead LLC,3420 PIEDMONT RD NE STE A,ATLANTA,GA,30305,2015/03/11,91
1-23145,Nan Fine Thai,1350 SPRING ST STE 1,ATLANTA,GA,30309,2015/04/27,91
1-26991,Nancy Gs Cafe LLC,4920 ROSWELL RD STE 55,ATLANTA,GA,30342,2015/04/27,94
1-30637,Nancys Chicago Pizza,3167 PEACHTREE STE D,ATLANTA,GA,30236,2015/05/27,97
1-26252,Napoli Pizza,276 HAMMOND DR,ATLANTA,GA,30328,2015/01/23,88
FSP-060-002624,NAT 2 Conference,30 NORTH AVE,ATLANTA,GA,30313,2015/04/24,100
FSP-060-001117,Nathans Hot Dogs 3,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
FSP-060-001117,Nathans Hot Dogs 3,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/18,100
FSP-060-001118,Nathans Hot Dogs 4,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/03/26,100
FSP-060-001118,Nathans Hot Dogs 4,285 ANDREW YOUNG INTERNATIONAL BLVD,ATLANTA,GA,30303,2015/02/13,100
1-29992,Nations Cafe,3293 DOGWOOD DR,HAPEVILLE,GA,30354,2015/05/11,80
1-29495,New Beginnings Senior Center,66 BROOKS DR,FAIRBURN,GA,30213,2015/05/19,100
1-31414,New Dragon,1170 COLLIER RD STE D,ATLANTA,GA,30318,2015/03/23,89
(1-2147),New Prospect Elementary School,3055 KIMBALL BRIDGE RD,ALPHARETTA,GA,30022,2015/03/19,100
1-26640,New York Sandwich Shop,593 JOSEPH E. LOWERY BLVD,ATLANTA,GA,30310,2015/04/07,95
FSP-060-002191,Newks Eatery,933 PEACHTREE ST STE 921,ATLANTA,GA,30309,2015/02/26,96
1-30318,Nikolais Roof,255 COURTLAND ST,ATLANTA,GA,30303,2015/03/23,98
1-19481,Noodle,903-A PEACHTREE ST,ATLANTA,GA,30309,2015/05/06,94
1-19481,Noodle,903-A PEACHTREE ST,ATLANTA,GA,30309,2015/01/29,100
1-19481,Noodle,903-A PEACHTREE ST,ATLANTA,GA,30309,2015/01/28,78
1-25195,Noodle Cafe,233 PEACHTREE ST NE,ATLANTA,GA,30303,2015/02/23,87
1-26763,Noodles,3693 MAIN ST,COLLEGE PARK,GA,30337,2015/05/05,84
FSP-060-001264,Noosh Kitchen,11880 DOUGLASS RD STOP 200,ALPHARETTA,GA,30005,2015/05/19,97
1-26811,Nordstrom Cafe Bistro,3500 PEACHTREE,ATLANTA,GA,30326,2015/03/05,82
1-26813,Nordstrom EBar,3500 PEACHTREE RD,ATLANTA,GA,30326,2015/03/05,100
FSP-060-000635,North Ave  Main Kitchen,120 NORTH AVE,ATLANTA,GA,30313,2015/03/12,92
FSP-060-001579,North Bistro,3575 PIEDMONT RD BLDG 15 T-150,ATLANTA,GA,30305,2015/03/16,91
(1-2127),North Fulton Child Development Center,89 GROVE,ROSWELL,GA,30075,2015/03/20,100
1-18579,North Fulton Regional Hospital,3000 HOSPITAL BLVD,ROSWELL,GA,30076,2015/01/09,96
(1-2169),North Fulton Training Center,5025 ROSWELL,ATLANTA,GA,30342,2015/04/14,91
FSP-060-000659,North Metro At Oglethorpe,601 BECKWITH ST,ATLANTA,GA,30314,2015/04/22,100
(1-2174),North Springs High School,7447 ROSWELL,ATLANTA,GA,30328,2015/03/09,100
1-19872,North View High School,10625 PARSON'S,DULUTH,GA,30097,2015/03/30,100
1-24944,Northcreek Deli,3715 NORTHSIDE PKWY STE 160,ATLANTA,GA,30327,2015/01/15,83
(1-2175),Northwestern Middle School,12805 BIRMINGHAM HWY,ALPHARETTA,GA,30201,2015/03/23,96
(1-2181),Northwoods Elementary School,10200 WOOTEN RD,ROSWELL,GA,30076,2015/03/24,100
FSP-060-002335,Nrgize Lifestyle Cafe,75 5TH ST,ATLANTA,GA,30308,2015/05/08,99
FSP-060-002798,Nrgize Lifestyle Cafe Atlantic Station,261 19TH ST STE 1140,ATLANTA,GA,30363,2015/04/02,93
(1-2184),Nurse Care Of Atlanta,2920 SOUTH PHARR CT NW,ATLANTA,GA,30305,2015/04/29,96
1-32242,Nuts About Georgia 305,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/23,100
1-32243,Nuts About Georgia 331,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/03/26,100
1-32243,Nuts About Georgia 331,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
1-32669,Nuts About Georgia L25,1 GEORGIA DOME DR NW,ATLANTA,GA,30313,2015/02/13,100
1-32265,Nuts About Georgia L51,1 GEORGIA DOME DR,ATLANTA,GA,30313,2015/02/13,100
(1-2188),Oak Knoll Elementary School,2626 HOGAN RD,EAST POINT,GA,30344,2015/03/11,100
1-30422,Oakley Elementary School,7220 OAKLEY TER,UNION CITY,GA,30291,2015/03/25,100
FSP-060-000988,Ocean Catering Company,489 PEACHTREE ST NE REAR,ATLANTA,GA,30308,2015/05/11,100
FSP-060-002386,Ocean Market,489 PEACHTREE ST NE,ATLANTA,GA,30306,2015/05/11,100
FSP-060-000873,Ocean Prime,3102 PIEDMONT RD NE,ATLANTA,GA,30305,2015/04/09,97
1-16114,Ocee Elementary School,4375 KIMBALL BRIDGE,ALPHARETTA,GA,30022,2015/03/19,100
FSP-060-000882,Octane Coffee Little Tart,437 MEMORIAL DR STE A5-6,ATLANTA,GA,30312,2015/04/09,94
(1-2190),Odyssey III,276 DECATUR ST,ATLANTA,GA,30312,2015/03/30,93
FSP-060-001442,Olmsted Main Kitchen,1180 PEACHTREE ST STE A,ATLANTA,GA,30309,2015/02/26,90
FSP-060-001002,One Love Grill Mobile,4807 OLD NATIONAL HWY,ATLANTA,GA,30337,2015/04/07,100
(1-3084),One Star Ranch,25 IRBY AVE,ATLANTA,GA,30305,2015/04/24,98
(1-2248),Onyx,1888 CHESHIRE BRIDGE RD,ATLANTA,GA,30324,2015/03/25,96
FSP-060-001595,Oriental Delight Restaurant,2025 PEACHTREE ST,ATLANTA,GA,30309,2015/06/02,71
1-29210,Otterly Cool,800 CHEROKEE AVE,ATLANTA,GA,30315,2015/04/02,100
