"sid","id","position","created_at","created_meta","updated_at","updated_meta","meta","business_id","name","date","score","human_address","latitude","longitude","machine_address","needs_recoding"
"1","C796404C-5023-414B-8C98-21A736C0B399","1","1434023263","897482","1434023263","897482",NA,"1-32000","cue","2014-06-19T00:00:00","96","{""address"":""13700 HIGHWAY 9 STE 300"",""city"":""MILTON"",""state"":""GA"",""zip"":""30004""}",34.1144566610001,-84.269298595,NA,"FALSE"
"2","801C9671-D524-4142-A062-FCDCF9CB4AA8","2","1434023263","897482","1434023263","897482",NA,"FSP-060-001693","1 Kept","2014-05-02T00:00:00","100","{""address"":""2293 PEACHTREE RD NE STE B"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30309""}",33.817046428,-84.38957881,NA,"FALSE"
"3","730C82CA-A9AE-42B9-95DF-235F53F1C5D3","3","1434023263","897482","1434023263","897482",NA,"FSP-060-001631","10","2014-06-24T00:00:00","88","{""address"":""990 PIEDMONT AVE"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30309""}",33.7815503090001,-84.3805420209999,NA,"FALSE"
"4","B18D53F7-A0D4-4524-8AD7-ABC8C235977E","4","1434023263","897482","1434023263","897482",NA,"FSP-060-001631","10","2014-01-02T00:00:00","91","{""address"":""990 PIEDMONT AVE"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30309""}",33.7815503090001,-84.3805420209999,NA,"FALSE"
"5","0743C4F2-9C4C-44C4-9215-1AAC5967E745","5","1434023263","897482","1434023263","897482",NA,"FSP-060-001991","10 Degrees South","2014-05-12T00:00:00","99","{""address"":""4183 ROSWELL RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30342""}",33.8684360140001,-84.3810304519999,NA,"FALSE"
"6","EC6DF9FD-9E47-4020-94B2-0BD45D7E6F8E","6","1434023263","897482","1434023263","897482",NA,"(1-4)","103 West Lounge","2014-12-12T00:00:00","100","{""address"":""103 WEST PACES FERRY RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7905013910001,-84.441029274,NA,"FALSE"
"7","AD1426E1-38DF-40B6-A4C0-145590981737","7","1434023263","897482","1434023263","897482",NA,"(1-4)","103 West Lounge","2014-02-19T00:00:00","98","{""address"":""103 WEST PACES FERRY RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7905013910001,-84.441029274,NA,"FALSE"
"8","83D7126A-9510-4E54-B144-BC74A777AA24","8","1434023263","897482","1434023263","897482",NA,"(1-5)","103 West Restaurant","2014-12-22T00:00:00","100","{""address"":""103 WEST PACES FERRY RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7905013910001,-84.441029274,NA,"FALSE"
"9","6F5ED2E2-0C3A-42DE-A1E3-7EC95CEF4985","9","1434023263","897482","1434023263","897482",NA,"(1-5)","103 West Restaurant","2014-12-12T00:00:00","83","{""address"":""103 WEST PACES FERRY RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7905013910001,-84.441029274,NA,"FALSE"
"10","A39CADA0-2028-4A13-9965-1F459AC7E8C2","10","1434023263","897482","1434023263","897482",NA,"(1-5)","103 West Restaurant","2014-02-19T00:00:00","93","{""address"":""103 WEST PACES FERRY RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7905013910001,-84.441029274,NA,"FALSE"
"11","E248A514-E4C3-434B-9F61-F0CC22EE10A2","11","1434023263","897482","1434023263","897482",NA,"1-916","112 MegaPlex The Crowes Nest","2014-12-22T00:00:00","95","{""address"":""5495 OLD NATIONAL HWY STE B-13"",""city"":""COLLEGE PARK"",""state"":""GA"",""zip"":""30349""}",33.6060133730001,-84.471584478,NA,"FALSE"
"12","FC01B703-2696-41D7-9B75-898595225ACC","12","1434023263","897482","1434023263","897482",NA,"1-916","112 MegaPlex The Crowes Nest","2014-05-02T00:00:00","99","{""address"":""5495 OLD NATIONAL HWY STE B-13"",""city"":""COLLEGE PARK"",""state"":""GA"",""zip"":""30349""}",33.6060133730001,-84.471584478,NA,"FALSE"
"13","4B182EFE-5B56-413F-BE3F-843F8BC4FB0E","13","1434023263","897482","1434023263","897482",NA,"1-916","112 MegaPlex The Crowes Nest","2014-04-25T00:00:00","66","{""address"":""5495 OLD NATIONAL HWY STE B-13"",""city"":""COLLEGE PARK"",""state"":""GA"",""zip"":""30349""}",33.6060133730001,-84.471584478,NA,"FALSE"
"14","C83E6CB3-73E1-4C58-8B47-47F89553CF67","14","1434023263","897482","1434023263","897482",NA,"(2-31768)","180 Degrees Kitchen","2014-09-18T00:00:00","98","{""address"":""1300 JOSEPH E. BOONE BLVD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30314""}",33.7635136420001,-84.4303701439999,NA,"FALSE"
"15","97702A2E-B16D-4C90-95C3-46210D635D72","15","1434023263","897482","1434023263","897482",NA,"(2-31768)","180 Degrees Kitchen","2014-06-24T00:00:00","91","{""address"":""1300 JOSEPH E. BOONE BLVD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30314""}",33.7635136420001,-84.4303701439999,NA,"FALSE"
"16","72B80D0E-8B1C-4D94-9DE6-DB0707019164","16","1434023263","897482","1434023263","897482",NA,"(1-13)","1st Methodist Church","2014-02-10T00:00:00","96","{""address"":""360 PEACHTREE ST N"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30308""}",33.7644066600001,-84.385857497,NA,"FALSE"
"17","13A4CAA5-995F-4FAD-8B5B-0B0FBA54BAF5","17","1434023263","897482","1434023263","897482",NA,"1-31657","2 Mato","2014-05-16T00:00:00","97","{""address"":""200 PIEDMONT AVE"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30334""}",33.745891219,-84.387689987,NA,"FALSE"
"18","DB8F221E-D214-48AF-8353-D3DC0356B70E","18","1434023263","897482","1434023263","897482",NA,"1-31004","255 Peters St Lounge","2014-06-19T00:00:00","99","{""address"":""255 PETERS ST"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30313""}",33.747562579,-84.401612007,NA,"FALSE"
"19","5CE7B16E-FD43-44E9-93B4-B7295B509157","19","1434023263","897482","1434023263","897482",NA,"1-31004","255 Peters St Lounge","2014-06-11T00:00:00","77","{""address"":""255 PETERS ST"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30313""}",33.747562579,-84.401612007,NA,"FALSE"
"20","01CDB632-A052-4D9C-B2C8-A736FE3AC75B","20","1434023263","897482","1434023263","897482",NA,"1-26637","285 West Soul Food","2014-12-09T00:00:00","85","{""address"":""2636 MARTIN LUTHER KING JR. DR STE 10"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30311""}",33.753837205,-84.473985151,NA,"FALSE"
"21","DE2B650A-19B7-4408-A467-D1925673BF1E","21","1434023263","897482","1434023263","897482",NA,"1-26637","285 West Soul Food","2014-05-21T00:00:00","98","{""address"":""2636 MARTIN LUTHER KING JR. DR STE 10"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30311""}",33.753837205,-84.473985151,NA,"FALSE"
"22","E19ECB58-B808-4F9E-B77E-64AAC3722968","22","1434023263","897482","1434023263","897482",NA,"1-26637","285 West Soul Food","2014-05-19T00:00:00","78","{""address"":""2636 MARTIN LUTHER KING JR. DR STE 10"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30311""}",33.753837205,-84.473985151,NA,"FALSE"
"23","7D3228C3-7603-4580-BCEF-36D7CE439803","23","1434023263","897482","1434023263","897482",NA,"1-32045","2nd Floor Atrium","2014-07-10T00:00:00","100","{""address"":""250 SPRING ST"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30303""}",33.761421098,-84.389053927,NA,"FALSE"
"24","C95B70D9-BF6D-4943-8E7F-BC8823D5C18E","24","1434023263","897482","1434023263","897482",NA,"1-32045","2nd Floor Atrium","2014-01-09T00:00:00","100","{""address"":""250 SPRING ST"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30303""}",33.761421098,-84.389053927,NA,"FALSE"
"25","53046ED0-71E1-4A34-B3EE-5EF0709EBA87","25","1434023263","897482","1434023263","897482",NA,"FSP-060-000978","3 Brothers Catering and EventsLLC","2014-10-08T00:00:00","95","{""address"":""11670 JONES BRIDGE RD STE A"",""city"":""ALPHARETTA"",""state"":""GA"",""zip"":""30005""}",34.0650738580001,-84.2124471499999,NA,"FALSE"
"26","F7B7C38B-5754-4362-A765-E7747E31DF15","26","1434023263","897482","1434023263","897482",NA,"FSP-060-000437","3376 Peachtree Road Atlanta Hotel LL IncEmployee Kitchen","2014-12-12T00:00:00","95","{""address"":""3376 PEACHTREE RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30326""}",33.848794019,-84.366216854,NA,"FALSE"
"27","EBDB6316-F7BE-4C79-B76C-D65815AF6454","27","1434023263","897482","1434023263","897482",NA,"FSP-060-000437","3376 Peachtree Road Atlanta Hotel LL IncEmployee Kitchen","2014-05-07T00:00:00","87","{""address"":""3376 PEACHTREE RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30326""}",33.848794019,-84.366216854,NA,"FALSE"
"28","2041218C-3854-46B7-88A4-9CBA28AD8518","28","1434023263","897482","1434023263","897482",NA,"FSP-060-000439","3376 Peachtree RoadAtlanta Hotel LL IncBanquet Hall","2014-12-12T00:00:00","99","{""address"":""3376 PEACHTREE RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30326""}",33.848794019,-84.366216854,NA,"FALSE"
"29","416CA030-A794-4426-BFE5-40932C6812DF","29","1434023263","897482","1434023263","897482",NA,"FSP-060-000439","3376 Peachtree RoadAtlanta Hotel LL IncBanquet Hall","2014-05-07T00:00:00","90","{""address"":""3376 PEACHTREE RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30326""}",33.848794019,-84.366216854,NA,"FALSE"
"30","DB960C7E-680F-4B0F-97C7-7210576FCBE5","30","1434023263","897482","1434023263","897482",NA,"FSP-060-000440","3376 Peachtree RoadAtlanta Hotel LL IncLobby BarCafe","2014-12-12T00:00:00","96","{""address"":""3376 PEACHTREE RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30326""}",33.848794019,-84.366216854,NA,"FALSE"
"31","1D229E33-E51C-4981-94C1-507E06374DBB","31","1434023263","897482","1434023263","897482",NA,"FSP-060-000440","3376 Peachtree RoadAtlanta Hotel LL IncLobby BarCafe","2014-05-07T00:00:00","93","{""address"":""3376 PEACHTREE RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30326""}",33.848794019,-84.366216854,NA,"FALSE"
"32","C40D4894-B661-47B7-A339-C53E7602C94D","32","1434023263","897482","1434023263","897482",NA,"FSP-060-000435","3376 Peachtree RoadAtlanta Hotel LL IncMain Kitchen","2014-12-12T00:00:00","100","{""address"":""3376 PEACHTREE RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30326""}",33.848794019,-84.366216854,NA,"FALSE"
"33","13A97016-A5A1-46FC-9785-F8A4E5C59BBD","33","1434023263","897482","1434023263","897482",NA,"FSP-060-000435","3376 Peachtree RoadAtlanta Hotel LL IncMain Kitchen","2014-05-07T00:00:00","93","{""address"":""3376 PEACHTREE RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30326""}",33.848794019,-84.366216854,NA,"FALSE"
"34","F7725981-8712-482B-8339-F6893BA2B2A6","34","1434023263","897482","1434023263","897482",NA,"FSP-060-002050","360 Cafe","2014-08-15T00:00:00","93","{""address"":""1747 METROPOLITAN PKWY"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30315""}",33.7065268000001,-84.408058883,NA,"FALSE"
"35","FC08840B-62F0-47A3-B0E9-707B04C2623B","35","1434023263","897482","1434023263","897482",NA,"FSP-060-002050","360 Cafe","2014-02-03T00:00:00","95","{""address"":""1747 METROPOLITAN PKWY"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30315""}",33.7065268000001,-84.408058883,NA,"FALSE"
"36","43B35B3C-E1A0-4636-865B-EF503F79E1F5","36","1434023263","897482","1434023263","897482",NA,"FSP-060-002050","360 Cafe","2014-01-27T00:00:00","74","{""address"":""1747 METROPOLITAN PKWY"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30315""}",33.7065268000001,-84.408058883,NA,"FALSE"
"37","E51717B4-03AE-4746-8170-7CA7758726E3","37","1434023263","897482","1434023263","897482",NA,"1-18914","5 Seasons Brewing","2014-07-21T00:00:00","84","{""address"":""5600 ROSWELL STE 21"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30342""}",33.9085997490001,-84.378773269,NA,"FALSE"
"38","45108F0E-DD48-4694-AE9A-D01959524603","38","1434023263","897482","1434023263","897482",NA,"1-29329","50 Yard Line Sport Bar","2014-09-16T00:00:00","91","{""address"":""7490 OLD NATIONAL HWY STE 100"",""city"":""RIVERDALE"",""state"":""GA"",""zip"":""30296""}",33.55257578,-84.465933018,NA,"FALSE"
"39","9BA2A5C5-EA91-4546-9B85-F8F255C40A98","39","1434023263","897482","1434023263","897482",NA,"1-29329","50 Yard Line Sport Bar","2014-04-04T00:00:00","96","{""address"":""7490 OLD NATIONAL HWY STE 100"",""city"":""RIVERDALE"",""state"":""GA"",""zip"":""30296""}",33.55257578,-84.465933018,NA,"FALSE"
"40","22DF988E-83F7-4AC7-A9DB-77BA481CA85E","40","1434023263","897482","1434023263","897482",NA,"1-31208","595 North","2014-01-03T00:00:00","95","{""address"":""595 NORTH AVE NW"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.770072504,-84.406763357,NA,"FALSE"
"41","6D1AC799-8E6C-47A3-81A0-80F7C6E99FA2","41","1434023263","897482","1434023263","897482",NA,"FSP-060-002474","600 Degrees Pizza","2014-09-16T00:00:00","92","{""address"":""5415 OLD NATIONAL HWY"",""city"":""COLLEGE PARK"",""state"":""GA"",""zip"":""30349""}",33.60737477,-84.471353043,NA,"FALSE"
"42","98FE4CA1-516F-4000-A202-DED6FD356514","42","1434023263","897482","1434023263","897482",NA,"FSP-060-002474","600 Degrees Pizza","2014-09-11T00:00:00","79","{""address"":""5415 OLD NATIONAL HWY"",""city"":""COLLEGE PARK"",""state"":""GA"",""zip"":""30349""}",33.60737477,-84.471353043,NA,"FALSE"
"43","F802B4FC-BE3A-4986-87E3-3297CDDD91EF","43","1434023263","897482","1434023263","897482",NA,"FSP-060-001550","7 Star Wings","2014-11-03T00:00:00","91","{""address"":""4760 JONESBORO RD"",""city"":""UNION CITY"",""state"":""GA"",""zip"":""30291""}",33.5697648500001,-84.542840779,NA,"FALSE"
"44","1FFA15DE-E8BF-4D69-BEC7-37E67A6D030D","44","1434023263","897482","1434023263","897482",NA,"FSP-060-001550","7 Star Wings","2014-04-30T00:00:00","89","{""address"":""4760 JONESBORO RD"",""city"":""UNION CITY"",""state"":""GA"",""zip"":""30291""}",33.5697648500001,-84.542840779,NA,"FALSE"
"45","8A099D2D-CC0C-41E4-B5AF-EEADB66F9D88","45","1434023263","897482","1434023263","897482",NA,"FSP-060-001450","730 Big Apple","2014-03-05T00:00:00","90","{""address"":""730 PEACHTREE ST STE 110"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30308""}",33.7744338160001,-84.3847236519999,NA,"FALSE"
"46","41AD2805-5664-44D3-8015-C6BF2EC4B8E9","46","1434023263","897482","1434023263","897482",NA,"(1-27)","755 Club Auxilliary Bar","2014-06-04T00:00:00","94","{""address"":""755 HANK AARON DRIVE, S"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7905013910001,-84.441029274,NA,"FALSE"
"47","55E68B40-0108-41AE-9A93-A80380825C15","47","1434023263","897482","1434023263","897482",NA,"(1-28)","755 Club Main Bar","2014-06-04T00:00:00","96","{""address"":""755 HANK AARON DR SE"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.735690817,-84.3879001019999,NA,"FALSE"
"48","805505C6-DA0C-4718-891A-002092FE7188","48","1434023263","897482","1434023263","897482",NA,"FSP-060-000089","A & D Buffalos","2014-09-18T00:00:00","92","{""address"":""6071 OLD NATIONAL HWY STE B"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30349""}",33.5896165280001,-84.468844952,NA,"FALSE"
"49","68D15412-9A7E-411A-BCA4-FBD389E251D2","49","1434023263","897482","1434023263","897482",NA,"FSP-060-000089","A & D Buffalos","2014-04-01T00:00:00","93","{""address"":""6071 OLD NATIONAL HWY STE B"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30349""}",33.5896165280001,-84.468844952,NA,"FALSE"
"50","2F5735B5-591D-4E6B-9947-2CC65086CE7A","50","1434023263","897482","1434023263","897482",NA,"FSP-060-001225","A Building Kitchen","2014-03-27T00:00:00","100","{""address"":""285 ANDREW YOUNG INTERNATIONAL BLVD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30313""}",33.7584098940001,-84.395366178,NA,"FALSE"
"51","3201834B-66B0-4BAD-BB98-C5F567784167","51","1434023263","897482","1434023263","897482",NA,"(1-37)","A G Rhodes Home Inc","2014-06-24T00:00:00","95","{""address"":""350 BOULEVARD SE"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30312""}",33.744869722,-84.368097378,NA,"FALSE"
"52","7552E6FB-EE13-48AD-92FC-0960FA607CEB","52","1434023263","897482","1434023263","897482",NA,"FSP-060-001846","A Movable Feast","2014-07-14T00:00:00","87","{""address"":""168 LUCKIE ST"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30303""}",33.759064681,-84.391730678,NA,"FALSE"
"53","7105B96C-E25E-404D-87CA-F06848D15A1A","53","1434023263","897482","1434023263","897482",NA,"1-31479","A Pantry","2014-04-09T00:00:00","100","{""address"":""ONE PHILIPS DR"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30303""}",33.756051948,-84.3973148429999,NA,"FALSE"
"54","4B2E2D69-6D91-4E77-BCC5-49998BAC3E97","54","1434023263","897482","1434023263","897482",NA,"1-24385","A Royal Affair Cafe Inc","2014-01-17T00:00:00","99","{""address"":""5920 ROSWELL RD STE D-205"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30328""}",33.9166933770001,-84.379223811,NA,"FALSE"
"55","2375521E-24E3-4C51-A19B-3EC0202D12C7","55","1434023263","897482","1434023263","897482",NA,"1-24385","A Royal Affair Cafe Inc","2014-01-09T00:00:00","75","{""address"":""5920 ROSWELL RD STE D-205"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30328""}",33.9166933770001,-84.379223811,NA,"FALSE"
"56","A4B35E5B-26CB-4729-8DE4-6AED35128586","56","1434023263","897482","1434023263","897482",NA,"FSP-060-001363","A Taste Of The Island","2014-11-13T00:00:00","94","{""address"":""3435 ROOSEVELT HWY STE 4"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30349""}",33.6220046510001,-84.5015045379999,NA,"FALSE"
"57","05A72C39-A693-4D2A-8A15-DD2650C8F729","57","1434023263","897482","1434023263","897482",NA,"FSP-060-001363","A Taste Of The Island","2014-06-19T00:00:00","93","{""address"":""3435 ROOSEVELT HWY STE 4"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30349""}",33.6220046510001,-84.5015045379999,NA,"FALSE"
"58","71BD8BE9-29BD-4A77-8CEE-CE6337537C7E","58","1434023263","897482","1434023263","897482",NA,"FSP-060-001885","A Town China Express","2014-08-28T00:00:00","92","{""address"":""1660 DONAL LEE HOLLWELL PKWY"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7728252310001,-84.442054281,NA,"FALSE"
"59","4D24E8A9-5D17-4650-948D-1EE0204167E3","59","1434023263","897482","1434023263","897482",NA,"FSP-060-001885","A Town China Express","2014-02-10T00:00:00","94","{""address"":""1660 DONAL LEE HOLLWELL PKWY"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7728252310001,-84.442054281,NA,"FALSE"
"60","2CC24E2C-2F11-4B28-8B12-60A7E4C9D0D3","60","1434023263","897482","1434023263","897482",NA,"FSP-060-001885","A Town China Express","2014-02-06T00:00:00","76","{""address"":""1660 DONAL LEE HOLLWELL PKWY"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7728252310001,-84.442054281,NA,"FALSE"
"61","F8BF709D-92A5-447E-96E0-AF641A6477DB","61","1434023263","897482","1434023263","897482",NA,"2-31512","A Town Wings","2014-01-15T00:00:00","98","{""address"":""2644 METROPOLITAN PKWY"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30315""}",33.6822316820001,-84.407717436,NA,"FALSE"
"62","FD4D4985-6E72-4276-AE23-A22ADEADD0A5","62","1434023263","897482","1434023263","897482",NA,"2-31512","A Town Wings","2014-01-09T00:00:00","74","{""address"":""2644 METROPOLITAN PKWY"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30315""}",33.6822316820001,-84.407717436,NA,"FALSE"
"63","83D7BBC8-FB07-45CC-8443-9098960C1A81","63","1434023263","897482","1434023263","897482",NA,"FSP-060-002138","ATown Wings","2014-10-09T00:00:00","95","{""address"":""2480 FLAT SHOALS RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30349""}",33.5888426980001,-84.4700835369999,NA,"FALSE"
"64","712C52CC-92E9-4167-B6AA-1F82BA854EA8","64","1434023263","897482","1434023263","897482",NA,"FSP-060-002138","ATown Wings","2014-04-25T00:00:00","93","{""address"":""2480 FLAT SHOALS RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30349""}",33.5888426980001,-84.4700835369999,NA,"FALSE"
"65","635A7253-47DB-4420-AB49-921B3193905D","65","1434023263","897482","1434023263","897482",NA,"(1-41)","A Phillip Randolph Elementary School","2014-09-29T00:00:00","99","{""address"":""5320 CAMPBELLTON"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30331""}",33.71117028,-84.5282161549999,NA,"FALSE"
"66","027D3EC3-4922-4475-8E9B-2AA352309562","66","1434023263","897482","1434023263","897482",NA,"(1-41)","A Phillip Randolph Elementary School","2014-03-10T00:00:00","100","{""address"":""5320 CAMPBELLTON"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30331""}",33.71117028,-84.5282161549999,NA,"FALSE"
"67","35200CBE-F32E-41A0-B334-C320BDDF79DB","67","1434023263","897482","1434023263","897482",NA,"(1-43)","Aa Synagogue Meat Kitchen","2014-05-08T00:00:00","100","{""address"":""600 PEACHTREE BATTLE"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30327""}",33.858813567,-84.422858461,NA,"FALSE"
"68","8585199E-28BF-4009-9F0F-BD1445C10F53","68","1434023263","897482","1434023263","897482",NA,"(1-43)","Aa Synagogue Meat Kitchen","2014-01-13T00:00:00","100","{""address"":""600 PEACHTREE BATTLE"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30327""}",33.858813567,-84.422858461,NA,"FALSE"
"69","4C61A5FD-9364-4833-AA73-B3A9A8C33791","69","1434023263","897482","1434023263","897482",NA,"(1-44)","Aa Synagogue Milk Kit","2014-05-08T00:00:00","100","{""address"":""600 PEACHTREE BATTLE"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30327""}",33.858813567,-84.422858461,NA,"FALSE"
"70","672A8CC6-5809-4E92-A88E-2C51D2224105","70","1434023263","897482","1434023263","897482",NA,"(1-44)","Aa Synagogue Milk Kit","2014-01-13T00:00:00","100","{""address"":""600 PEACHTREE BATTLE"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30327""}",33.858813567,-84.422858461,NA,"FALSE"
"71","EE80B739-E4D5-409B-8FC7-4FC8F3462511","71","1434023263","897482","1434023263","897482",NA,"1-31969","Abattoir","2014-01-02T00:00:00","100","{""address"":""1170 HOWELL MILL RD STE 100"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.78589227,-84.41170776,NA,"FALSE"
"72","7759474E-AD4E-4521-9500-37DA1EC857D7","72","1434023263","897482","1434023263","897482",NA,"1-16454","Abbotts Hill Elementary School","2014-09-15T00:00:00","100","{""address"":""5575 ABBOTTS BRIDGE RD"",""city"":""DULUTH"",""state"":""GA"",""zip"":""30097""}",34.05489343,-84.197131973,NA,"FALSE"
"73","289C4669-3764-455F-9E97-39828807396F","73","1434023263","897482","1434023263","897482",NA,"1-16454","Abbotts Hill Elementary School","2014-01-22T00:00:00","100","{""address"":""5575 ABBOTTS BRIDGE RD"",""city"":""DULUTH"",""state"":""GA"",""zip"":""30097""}",34.05489343,-84.197131973,NA,"FALSE"
"74","891AEF2A-0D28-436A-BB92-D9224AF43727","74","1434023263","897482","1434023263","897482",NA,"FSP-060-001352","Abdullah The Butcher  Lopez Management Inc","2014-10-08T00:00:00","82","{""address"":""2387 FAIRBURN RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30331""}",33.689662748,-84.511513829,NA,"FALSE"
"75","DF28527F-5B07-4A01-AAB5-2AAD4E29C570","75","1434023263","897482","1434023263","897482",NA,"FSP-060-001352","Abdullah The Butcher  Lopez Management Inc","2014-04-02T00:00:00","84","{""address"":""2387 FAIRBURN RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30331""}",33.689662748,-84.511513829,NA,"FALSE"
"76","973DFEB3-18F6-4AAC-BA1F-9F6D68B80FF6","76","1434023263","897482","1434023263","897482",NA,"FSP-060-001352","Abdullah The Butcher  Lopez Management Inc","2014-03-31T00:00:00","53","{""address"":""2387 FAIRBURN RD"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30331""}",33.689662748,-84.511513829,NA,"FALSE"
"77","DC7EB476-6FA9-4B65-9818-E12A19F7D446","77","1434023263","897482","1434023263","897482",NA,"1-32146","Abdullah The Butcher Westend","2014-12-10T00:00:00","79","{""address"":""854 OAK ST"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30310""}",33.740641784,-84.416390816,NA,"FALSE"
"78","B46FB27A-DC55-4EA0-A26C-FF4564D76A67","78","1434023263","897482","1434023263","897482",NA,"FSP-060-001048","Absolute Bar Club","2014-04-09T00:00:00","99","{""address"":""1 PHILIPS DR"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30303""}",33.756051948,-84.3973148429999,NA,"FALSE"
"79","1276EA9F-0801-4674-B657-F0195ED39326","79","1434023263","897482","1434023263","897482",NA,"1-29835","Acoustix Jazz Cafe","2014-01-10T00:00:00","99","{""address"":""840 MARIETTA ST"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7753256820001,-84.406739148,NA,"FALSE"
"80","344E619A-5B7D-4E37-A2BC-C336508EECC1","80","1434023263","897482","1434023263","897482",NA,"1-29835","Acoustix Jazz Cafe","2014-01-03T00:00:00","76","{""address"":""840 MARIETTA ST"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.7753256820001,-84.406739148,NA,"FALSE"
"81","DD3E718C-328C-49B6-B3E0-6A3A92221F4A","81","1434023263","897482","1434023263","897482",NA,"1-31606","Actors Express","2014-03-13T00:00:00","100","{""address"":""887 WEST MARIETTA ST STE J-107"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30318""}",33.78188908,-84.41652663,NA,"FALSE"
"82","DBC3EC41-C48E-484C-B650-6B268AB29F00","82","1434023263","897482","1434023263","897482",NA,"1-23280","Adamsville Elementary School","2014-09-12T00:00:00","96","{""address"":""286 WILSON MILL RD SW"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30331""}",33.75510182,-84.5143500189999,NA,"FALSE"
"83","28156CA1-4F33-4B4E-B57C-A8AEF9BA3870","83","1434023263","897482","1434023263","897482",NA,"1-23280","Adamsville Elementary School","2014-03-05T00:00:00","100","{""address"":""286 WILSON MILL RD SW"",""city"":""ATLANTA"",""state"":""GA"",""zip"":""30331""}",33.75510182,-84.5143500189999,NA,"FALSE"
